url,kind,impressions,clicks,ctr,position,top_query,tq_impressions,tq_position,new_this_run
https://www.prosoccer.com/products/nike-2024-25-portugal-mens-stadium-away-jersey,PRODUCT,55163,259,0.00470,3.97,portugal away jersey,12522,3.62,False
https://www.prosoccer.com/collections/japan,COLLECTION,54753,75,0.00137,17.83,japan world cup pants 2026,1667,9.28,True
https://www.prosoccer.com/collections/chicharito,COLLECTION,53402,523,0.00979,7.40,chicharito jersey,10741,6.77,True
https://www.prosoccer.com/collections/belgium,COLLECTION,53367,111,0.00208,19.19,belgium jersey,1438,9.45,True
https://www.prosoccer.com/blogs/footwear/artificial-grass-vs-turf-soccer-shoes,BLOG,53351,85,0.00159,9.50,hard ground soccer cleats,1351,5.62,True
https://www.prosoccer.com/collections/footwear-sale,COLLECTION,51983,110,0.00212,10.02,pro soccer,6416,1.77,True
https://www.prosoccer.com/collections/long-sleeve-soccer-jerseys,COLLECTION,51491,960,0.01864,6.51,long sleeve soccer jerseys,7719,4.46,True
https://www.prosoccer.com/products/puma-2026-27-egypt-mens-stadium-home-soccer-jersey,PRODUCT,51337,256,0.00499,7.19,egypt soccer jersey,8248,6.73,False
https://www.prosoccer.com/blogs/goalkeeper/best-goalkeeeper-gloves,BLOG,50225,497,0.00990,10.42,best goalkeeper gloves,3708,8.33,True
https://www.prosoccer.com/collections/youth-soccer-shoes,COLLECTION,50195,72,0.00143,14.56,kids soccer cleats,2579,15.76,True
https://www.prosoccer.com/products/adidas-2025-mexico-mens-de-oro-authentic-soccer-jersey,PRODUCT,49307,98,0.00199,6.33,mexico de oro jersey,5001,5.22,False
https://www.prosoccer.com/products/adidas-2024-25-spain-mens-authentic-home-jersey,PRODUCT,49238,115,0.00234,6.86,spain jersey,17780,6.22,False
https://www.prosoccer.com/collections/brazil,COLLECTION,48808,213,0.00436,14.83,brazil jersey,2159,13.64,True
https://www.prosoccer.com/collections/indoor,COLLECTION,48747,13,0.00027,20.34,indoor soccer shoes,3699,29.62,True
https://www.prosoccer.com/collections/guatemala,COLLECTION,48496,1163,0.02398,5.82,guatemala soccer jersey,8131,5.62,True
https://www.prosoccer.com/collections/germany,COLLECTION,48292,100,0.00207,15.82,germany soccer jersey,2483,12.53,True
https://www.prosoccer.com/products/fifa-2026-world-cup-match-bracket-poster,PRODUCT,48176,596,0.01237,5.45,world cup bracket poster,13565,2.24,False
https://www.prosoccer.com/collections/south-korea,COLLECTION,47090,516,0.01096,12.94,team south korea gear,1131,10.68,True
https://www.prosoccer.com/products/adidas-2026-spain-mens-authentic-away-long-sleeve-soccer-jersey,PRODUCT,47062,1044,0.02218,6.88,spain jersey 2026,2322,4.89,False
https://www.prosoccer.com/products/adidas-2025-mexico-mens-de-oro-authentic-long-sleeve-soccer-jersey,PRODUCT,46528,92,0.00198,5.74,mexico black long sleeve jersey,4107,4.52,False
https://www.prosoccer.com/blogs/reviews/fifa-world-cup-2026-jerseys-authentic-vs-stadium-vs-fan-versions,BLOG,46161,371,0.00804,7.31,where can fans compare official world cup jerseys?,428,4.76,True
https://www.prosoccer.com/blogs/news/nike-vs-adidas-soccer-cleats,BLOG,46153,125,0.00271,5.73,nike vs adidas soccer cleats,13697,2.10,True
https://www.prosoccer.com/products/adidas-2026-japan-mens-authentic-away-soccer-jersey,PRODUCT,45970,492,0.01070,6.57,japan away jersey 2026,15356,4.46,False
https://www.prosoccer.com/collections/england,COLLECTION,44236,171,0.00387,13.29,england jerseys,2151,8.45,True
https://www.prosoccer.com/collections/gold-soccer-cleats,COLLECTION,43657,90,0.00206,8.86,soccer cleats gold and white,4693,6.48,True
https://www.prosoccer.com/collections/australia-national-soccer-team-jerseys-apparel,COLLECTION,43276,577,0.01333,8.25,australia soccer jersey,5852,5.79,True
https://www.prosoccer.com/collections/inter-miami,COLLECTION,43197,11,0.00025,10.00,messi jersey,20645,10.78,True
https://www.prosoccer.com/products/adidas-2022-23-mexico-away-long-sleeve-jersey-wonder-white,PRODUCT,43165,158,0.00366,6.70,mexico jersey long sleeve,5978,7.60,False
https://www.prosoccer.com/collections/footwear,COLLECTION,42354,104,0.00246,8.31,pro soccer,10875,1.66,True
https://www.prosoccer.com/products/adidas-2026-spain-mens-authentic-home-soccer-jersey,PRODUCT,42046,103,0.00245,7.50,spain jersey 2026,5455,7.72,False
https://www.prosoccer.com/collections/artificial-turf,COLLECTION,42023,53,0.00126,14.53,turf soccer shoes,1462,15.64,True
https://www.prosoccer.com/products/adidas-2026-argentina-mens-authentic-away-long-sleeve-soccer-jersey,PRODUCT,40568,314,0.00774,6.69,argentina away jersey 2026,1678,5.84,False
https://www.prosoccer.com/collections/argentina,COLLECTION,40241,78,0.00194,15.59,argentina soccer jersey,2322,14.20,True
https://www.prosoccer.com/blogs/footwear/best-soccer-cleats-strikers,BLOG,39919,78,0.00195,10.71,what are the best soccer cleats?,2223,9.40,True
https://www.prosoccer.com/products/adidas-predator-elite-fg-pure-victory-pack-sp25,PRODUCT,39800,28,0.00070,7.59,adidas predator elite,5908,7.36,False
https://www.prosoccer.com/collections/soccer-ball-packs,COLLECTION,39664,626,0.01578,15.83,soccer balls,4508,26.11,True
https://www.prosoccer.com/pages/contact,PAGE,39244,204,0.00520,2.79,pro soccer,11575,1.68,True
https://www.prosoccer.com/collections/club-america,COLLECTION,39241,53,0.00135,9.88,club america jersey,6096,10.91,True
https://www.prosoccer.com/products/nike-2026-27-korea-youth-stadium-away-soccer-jersey,PRODUCT,38514,361,0.00937,6.72,korea away jersey 2026,3482,3.84,False
https://www.prosoccer.com/products/puma-2026-27-senegal-mens-stadium-away-soccer-jersey,PRODUCT,37989,35,0.00092,6.15,senegal jersey,12477,5.19,False
https://www.prosoccer.com/collections/stickers,COLLECTION,37631,154,0.00409,7.90,soccer stickers,7181,6.05,True
https://www.prosoccer.com/collections/world-cup-2026-keychains,COLLECTION,37281,400,0.01073,7.32,world cup keychain,6475,6.77,True
https://www.prosoccer.com/blogs/skill-development/soccer-formations,BLOG,36893,69,0.00187,10.88,4-3-3 soccer formation,776,10.73,True
https://www.prosoccer.com/blogs/jerseys/authentic-vs-replica-soccer-jersey,BLOG,36362,62,0.00171,10.96,what is a replica jersey,834,8.94,True
https://www.prosoccer.com/products/nike-2026-27-france-womens-stadium-away-soccer-jersey,PRODUCT,35583,459,0.01290,7.22,france away jersey,5313,6.28,False
https://www.prosoccer.com/products/adidas-f50-messi-elite-firm-ground-soccer-cleats-messi-vision-pack-fa25,PRODUCT,35511,13,0.00037,6.90,messi cleats,11888,5.50,False
https://www.prosoccer.com/products/adidas-2026-japan-mens-stadium-away-soccer-jersey,PRODUCT,34944,416,0.01190,6.91,japan away jersey,9596,6.52,False
https://www.prosoccer.com/products/adidas-2024-25-mexico-womens-stadium-home-jersey,PRODUCT,34759,21,0.00060,8.23,women's mexico jersey,3816,9.22,False
https://www.prosoccer.com/products/nike-2022-23-france-away-jersey-white-royal,PRODUCT,34663,45,0.00130,4.40,france away jersey,11608,7.61,False
https://www.prosoccer.com/products/adidas-2026-algeria-mens-stadium-away-soccer-jersey,PRODUCT,34265,100,0.00292,5.35,algeria jersey 2026,8510,2.98,False
https://www.prosoccer.com/blogs/jerseys/difference-between-player-vs-fan-jerseys,BLOG,34153,45,0.00132,8.64,fans jersey,682,11.70,True
https://www.prosoccer.com/products/adidas-2026-spain-mens-authentic-home-long-sleeve-soccer-jersey,PRODUCT,34151,363,0.01063,6.82,spain long sleeve jersey,4309,6.90,False
https://www.prosoccer.com/products/adidas-2026-spain-womens-stadium-home-soccer-jersey,PRODUCT,33871,95,0.00280,8.15,women's spain jersey,2509,8.29,False
https://www.prosoccer.com/collections/adidas-predator,COLLECTION,33415,31,0.00093,14.02,predator soccer cleats,2533,14.04,True
https://www.prosoccer.com/collections/soccer-pinnies,COLLECTION,33210,161,0.00485,10.83,soccer pinnies,7890,9.45,True
https://www.prosoccer.com/collections/size-3-soccer-balls,COLLECTION,32682,35,0.00107,12.10,soccer ball,10647,12.25,True
https://www.prosoccer.com/collections/croatia,COLLECTION,32524,54,0.00166,25.06,team croatia world cup apparel,783,25.31,True
https://www.prosoccer.com/products/adidas-2026-scotland-mens-stadium-away-soccer-jersey,PRODUCT,31695,158,0.00499,8.51,scotland jersey 2026,6663,5.61,False
https://www.prosoccer.com/products/puma-2026-portugal-mens-authentic-home-soccer-jersey,PRODUCT,31690,42,0.00133,7.02,portugal jersey 2026,10351,6.10,False
https://www.prosoccer.com/products/nike-2024-25-netherlands-mens-authentic-home-jersey,PRODUCT,31627,34,0.00108,8.55,netherlands soccer jersey,16197,9.08,False
https://www.prosoccer.com/blogs/footwear/most-expensive-soccer-cleats,BLOG,31360,236,0.00753,7.64,most expensive soccer cleats,3022,4.74,True
https://www.prosoccer.com/products/umbro-2025-26-el-salvador-mens-stadium-home-soccer-jersey,PRODUCT,30695,13,0.00042,8.45,el salvador jersey,12140,8.62,False
https://www.prosoccer.com/collections/adult-shin-guards,COLLECTION,30269,55,0.00182,10.58,shin guards,11218,10.79,True
https://www.prosoccer.com/products/nike-2026-27-france-mens-stadium-away-soccer-jersey,PRODUCT,30172,98,0.00325,6.04,france jersey 2026,19741,5.46,False
https://www.prosoccer.com/products/nike-2026-27-norway-womens-stadium-home-soccer-jersey,PRODUCT,30025,785,0.02614,6.54,women's norway jersey,2350,4.12,False
https://www.prosoccer.com/products/panini-2026-fifa-world-cup-stickers-box-50-packs-each,PRODUCT,29765,92,0.00309,9.79,panini sticker box,329,10.74,False
https://www.prosoccer.com/collections/clearance,COLLECTION,29722,103,0.00347,3.20,pro soccer,10752,1.68,True
https://www.prosoccer.com/products/adidas-2024-25-germany-mens-stadium-home-long-sleeve-jersey,PRODUCT,29619,56,0.00189,7.87,germany soccer jersey,7590,8.54,False
https://www.prosoccer.com/collections/ghana-national-soccer-team-jerseys-apparel,COLLECTION,29382,267,0.00909,9.05,ghana soccer jersey,5832,8.89,True
https://www.prosoccer.com/collections/virgil-van-dijk,COLLECTION,29123,196,0.00673,6.32,virgil van dijk jersey,5277,4.89,True
https://www.prosoccer.com/blogs/reviews/2025-best-soccer-cleats-by-field-position,BLOG,29076,57,0.00196,13.31,top 2015 soccer cleats,716,16.55,True
https://www.prosoccer.com/products/adidas-2026-mexico-womens-stadium-away-soccer-jersey,PRODUCT,28930,12,0.00041,9.88,women's mexico jersey 2026,10148,10.21,False
https://www.prosoccer.com/blogs/footwear/what-soccer-cleats-does-kylian-mbappe-wear,BLOG,28607,144,0.00503,6.61,what cleats does mbappe wear,1811,4.21,True
https://www.prosoccer.com/collections/apparel-youth-shorts,COLLECTION,28018,83,0.00296,10.42,boys soccer shorts,2810,8.77,True
https://www.prosoccer.com/collections/adidas-2026-world-cup-balls,COLLECTION,27867,122,0.00438,10.48,world cup ball price,205,7.81,True
https://www.prosoccer.com/products/puma-2026-27-ivory-coast-mens-stadium-home-soccer-jersey,PRODUCT,27732,77,0.00278,6.93,ivory coast jersey,6751,5.36,False
https://www.prosoccer.com/collections/nike-mercurial,COLLECTION,27703,18,0.00065,12.65,nike soccer cleats,4032,11.81,True
https://www.prosoccer.com/blogs/footwear/best-soccer-cleats-goalkeepers,BLOG,27669,284,0.01026,7.38,goalkeeper cleats,1150,8.91,True
https://www.prosoccer.com/en-ca,OTHER,27618,1283,0.04646,17.83,prosoccer,1457,3.16,True
https://www.prosoccer.com/products/adidas-f50-elite-firm-ground-soccer-cleats-celestial-victory-pack-sp25,PRODUCT,27571,27,0.00098,7.05,f50 cleats,21439,7.34,False
https://www.prosoccer.com/blogs/blog/best-soccer-balls,BLOG,27236,201,0.00738,10.93,best soccer ball 2026,1808,11.88,True
https://www.prosoccer.com/collections/arsenal,COLLECTION,27170,59,0.00217,11.10,soccer pro,2041,4.41,True
https://www.prosoccer.com/blogs/skill-development/soccer-rules,BLOG,26863,142,0.00529,10.60,soccer rules,1263,8.68,True
https://www.prosoccer.com/collections/vinicius-junior,COLLECTION,26814,38,0.00142,9.69,brazil jersey,6431,9.88,True
https://www.prosoccer.com/products/nike-elite-pro-backpack,PRODUCT,26537,62,0.00234,4.47,nike elite pro backpack,7200,4.08,False
https://www.prosoccer.com/products/umbro-2025-2026-guatemala-mens-home-soccer-jersey,PRODUCT,26482,20,0.00076,5.93,guatemala soccer jersey,6450,4.88,False
https://www.prosoccer.com/collections/el-salvador,COLLECTION,26433,306,0.01158,8.59,el salvador jersey,2699,8.74,True
https://www.prosoccer.com/collections/egypt-national-soccer-team-jerseys-apparel,COLLECTION,26411,288,0.01090,9.01,egypt soccer jersey,2308,7.10,True
https://www.prosoccer.com/products/adidas-2022-23-mexico-home-jersey-green-red-1,PRODUCT,26158,48,0.00184,5.72,2022 mexico jersey,5910,2.64,False
https://www.prosoccer.com/collections/endrick,COLLECTION,25900,12,0.00046,8.27,real madrid jersey,8458,8.74,True
https://www.prosoccer.com/collections/goalkeeper-jerseys,COLLECTION,25861,330,0.01276,11.79,goalkeeper jersey,2691,8.77,True
https://www.prosoccer.com/collections/new-zealand-national-soccer-team-jerseys-apparel,COLLECTION,25834,135,0.00523,8.25,new zealand jersey,4402,8.70,True
https://www.prosoccer.com/products/adidas-2021-2022-japan-away-jersey-white,PRODUCT,25580,15,0.00059,5.49,japan away jersey,9915,5.92,False
https://www.prosoccer.com/pages/about-us,PAGE,25200,64,0.00254,2.84,pro soccer,8676,1.65,True
https://www.prosoccer.com/collections/green-soccer-cleats,COLLECTION,25104,33,0.00131,10.30,green soccer cleats,3305,7.82,True
https://www.prosoccer.com/products/puma-2026-27-ivory-coast-mens-stadium-away-soccer-jersey,PRODUCT,24411,66,0.00270,6.39,ivory coast jersey 2026,4367,5.11,False
https://www.prosoccer.com/collections/nike-soccer-shoes-cleats,COLLECTION,24367,5,0.00021,13.38,soccer pro,2962,4.17,True
https://www.prosoccer.com/collections/czech-republic-national-soccer-team-jerseys-apparel,COLLECTION,24026,242,0.01007,6.80,czech jersey,2221,5.64,True
https://www.prosoccer.com/collections/apparel-women-shorts,COLLECTION,23697,43,0.00181,11.44,nike womens soccer shorts,5595,10.08,True
https://www.prosoccer.com/products/adidas-2026-chile-mens-stadium-away-soccer-jersey,PRODUCT,23587,204,0.00865,3.76,chile away jersey,5323,2.57,False
https://www.prosoccer.com/collections/manchester-united,COLLECTION,23568,12,0.00051,9.82,man united jersey,7183,8.95,True
https://www.prosoccer.com/products/puma-2026-27-portugal-mens-authentic-away-ronaldo-7-soccer-jersey,PRODUCT,23490,208,0.00885,7.93,puma ronaldo jersey,440,7.66,False
https://www.prosoccer.com/products/adidas-2026-argentina-womens-stadium-away-soccer-jersey,PRODUCT,23460,30,0.00128,7.92,argentina jersey women,1788,8.31,False
https://www.prosoccer.com/collections/backpacks,COLLECTION,23240,92,0.00396,13.77,soccer backpack,5873,11.79,True
https://www.prosoccer.com/blogs/footwear/types-of-soccer-cleats,BLOG,23137,41,0.00177,14.55,compare soccer cleat sizing between top brands,531,5.95,True
https://www.prosoccer.com/products/adidas-2026-spain-mens-stadium-away-soccer-jersey,PRODUCT,23122,99,0.00428,6.36,spain jersey 2026,5971,5.50,False
https://www.prosoccer.com/products/nike-2024-25-barcelona-mens-stadium-away-jersey,PRODUCT,22696,16,0.00070,6.69,barcelona away jersey,5597,4.67,False
https://www.prosoccer.com/blogs/footwear/firm-ground-vs-soft-ground-soccer-cleats,BLOG,22632,61,0.00270,9.65,soft ground soccer cleats,3100,9.90,True
https://www.prosoccer.com/collections/honduras,COLLECTION,22585,485,0.02147,7.24,honduras jersey,4220,7.03,True
https://www.prosoccer.com/products/panini-2026-adrenalyn-xl-fifa-world-cup-cards-eco-blaster-56-cards-4-le,PRODUCT,22344,29,0.00130,9.18,world cup cards,7122,10.38,False
https://www.prosoccer.com/products/adidas-2026-colombia-mens-stadium-home-soccer-jersey,PRODUCT,22329,81,0.00363,9.14,colombia jersey 2026,5613,10.20,False
https://www.prosoccer.com/blogs/footwear/what-soccer-cleats-does-ronaldo-wear,BLOG,22277,85,0.00382,10.03,ronaldo cleats,1272,13.68,True
https://www.prosoccer.com/products/puma-2026-27-morocco-mens-stadium-home-soccer-jersey,PRODUCT,22127,64,0.00289,6.39,morocco jersey 2026,10544,4.68,False
https://www.prosoccer.com/products/panini-2026-fifa-world-cup-mexico-national-team-blaster-box-6-packs-each,PRODUCT,22114,3071,0.13887,5.28,panini intl mexico,2056,5.21,False
https://www.prosoccer.com/collections/alex-morgan,COLLECTION,21977,132,0.00601,7.98,alex morgan world cup outfit,2668,9.73,True
https://www.prosoccer.com/collections/training-jerseys,COLLECTION,21878,318,0.01454,7.98,sleeveless soccer jersey,1543,6.81,True
https://www.prosoccer.com/products/nike-phantom-6-low-elite-firm-ground-soccer-cleats-erling-haaland-pack-fa25,PRODUCT,21639,27,0.00125,6.10,haaland cleats,4124,6.08,False
https://www.prosoccer.com/products/adidas-2026-colombia-womens-stadium-home-soccer-jersey,PRODUCT,21403,54,0.00252,9.28,colombia jersey women,1628,9.28,False
https://www.prosoccer.com/collections/uruguay-jerseys,COLLECTION,21138,163,0.00771,7.58,uruguay jersey,8549,7.38,True
https://www.prosoccer.com/pages/returns,PAGE,21020,128,0.00609,7.02,pro soccer,6475,8.58,True
https://www.prosoccer.com/collections/tottenham,COLLECTION,20739,18,0.00087,8.80,tottenham jersey,5001,8.95,True
https://www.prosoccer.com/products/nike-2026-uruguay-mens-authentic-away-soccer-jersey,PRODUCT,20491,74,0.00361,6.60,uruguay jersey,9939,5.43,False
https://www.prosoccer.com/collections/pants,COLLECTION,20369,10,0.00049,15.57,united states soccer pants,1659,11.11,True
https://www.prosoccer.com/products/adidas-2026-algeria-mens-stadium-home-soccer-jersey,PRODUCT,20338,130,0.00639,8.80,algeria jersey,3126,10.32,False
https://www.prosoccer.com/products/nike-2026-27-france-mens-stadium-home-soccer-jersey,PRODUCT,20251,77,0.00380,7.63,france soccer jersey,1935,9.32,False
https://www.prosoccer.com/products/puma-2026-27-morocco-mens-stadium-away-soccer-jersey,PRODUCT,20250,63,0.00311,6.71,morocco jersey 2026,7401,5.81,False
https://www.prosoccer.com/products/adidas-2026-spain-mens-authentic-away-soccer-jersey,PRODUCT,20135,104,0.00517,6.27,spain jersey 2026,5444,4.65,False
https://www.prosoccer.com/blogs/blog/soccer-jersey-outfit-ideas,BLOG,20117,77,0.00383,8.85,soccer jersey outfit,550,13.11,True
https://www.prosoccer.com/collections/robert-lewandowski,COLLECTION,20103,270,0.01343,7.63,lewandowski jersey,6394,5.42,True
https://www.prosoccer.com/collections/socks,COLLECTION,19836,53,0.00267,14.84,soccer socks,2002,18.88,True
https://www.prosoccer.com/collections/name-and-number-sets,COLLECTION,19646,1067,0.05431,7.17,soccer jersey numbers,395,8.94,True
https://www.prosoccer.com/products/medicaptain-mini-shin-guards,PRODUCT,19603,80,0.00408,10.51,mini shin guards,2776,11.18,False
https://www.prosoccer.com/products/norway-2026-home-away-haaland-9-jersey-name-set,PRODUCT,19399,771,0.03974,7.26,braut haaland jersey,1653,6.48,False
https://www.prosoccer.com/collections/adidas-soccer-cleats,COLLECTION,19308,9,0.00047,7.68,soccer pro,2962,4.17,True
https://www.prosoccer.com/products/panini-2022-fifa-world-cup-trading-cards-pack-4-cards-each,PRODUCT,19295,2,0.00010,10.65,world cup trading cards,6427,10.45,True
https://www.prosoccer.com/products/umbro-2022-el-salvador-third-jersey-navy-gold,PRODUCT,19184,38,0.00198,8.42,el salvador jersey,14968,8.86,False
https://www.prosoccer.com/collections/nike-soccer-jerseys,COLLECTION,19146,61,0.00319,11.35,nike soccer jerseys,7280,11.75,True
https://www.prosoccer.com/products/adidas-2026-mexico-mens-authentic-away-soccer-jersey,PRODUCT,19127,13,0.00068,8.96,mexico jersey 2026,9322,9.14,False
https://www.prosoccer.com/collections/umbro-soccer-cleats,COLLECTION,19010,276,0.01452,7.68,umbro soccer cleats,2638,5.40,True
https://www.prosoccer.com/collections/indoor-soccer-shoes,COLLECTION,18771,26,0.00139,16.46,kids indoor soccer shoes,1203,20.33,True
https://www.prosoccer.com/products/adidas-2026-mexico-mens-authentic-home-soccer-jersey,PRODUCT,18687,83,0.00444,8.99,mexico jersey 2026,4737,7.52,False
https://www.prosoccer.com/collections/nike-shin-guards,COLLECTION,18626,1,0.00005,11.48,shin guards,5949,12.43,True
https://www.prosoccer.com/blogs/blog/best-soccer-bags,BLOG,18583,156,0.00839,8.31,men's soccer bag,1851,11.26,True
https://www.prosoccer.com/collections/2026-national-team-soccer-bucket-hats,COLLECTION,18573,310,0.01669,11.49,world cup bucket hat,2312,8.58,True
https://www.prosoccer.com/products/nike-2026-27-korea-youth-stadium-home-soccer-jersey,PRODUCT,18566,271,0.01460,8.81,south korea soccer jersey 2026,1654,7.99,False
https://www.prosoccer.com/products/adidas-2026-argentina-mens-authentic-away-soccer-jersey,PRODUCT,18415,44,0.00239,7.88,argentina soccer jersey 2026,1760,4.77,False
https://www.prosoccer.com/collections/2026-fifa-world-cup-trophies,COLLECTION,18394,229,0.01245,7.89,world cup trophy replica,825,10.31,True
https://www.prosoccer.com/products/nike-phantom-6-low-elite-lv8-firm-ground-soccer-cleats-fear-nothing-pack-fa25,PRODUCT,18263,87,0.00476,7.70,nike phantom 6 low elite lv8,2582,7.01,False
https://www.prosoccer.com/collections/colombia-jerseys,COLLECTION,18176,61,0.00336,10.68,colombia soccer jersey,1178,15.54,True
https://www.prosoccer.com/products/puma-2026-27-portugal-womens-stadium-away-soccer-jersey,PRODUCT,18037,156,0.00865,8.28,women's portugal jersey,1535,7.92,False
