url,page_type,phase,target_keywords,brief_date,brief_file_path,implementer,implementation_date,crawl_verified_date,baseline_impressions,baseline_clicks,baseline_position,baseline_ctr,day_30_impressions,day_30_clicks,day_30_position,day_30_ctr,day_60_impressions,day_60_clicks,day_60_position,day_60_ctr,status,notes,primary_keyword,normalized_primary,normalized_target_keywords,primary_volume,ceded_from,kw_source,kw_recorded_date,handle
/collections/puma-2026-federation-soccer-jerseys-apparel,collection,,,,,,,,,,,,,,,,,,,,not_started,white-label meta status: in_progress,,,,,,,,puma-2026-federation-soccer-jerseys-apparel
/collections/2026-national-team-whistles-and-landyards,collection,,,,,,,,,,,,,,,,,,,,not_started,white-label meta status: in_progress,,,,,,,,2026-national-team-whistles-and-landyards
/collections/2026-national-team-soccer-flags,collection,,,,,,,,,,,,,,,,,,,,not_started,white-label meta status: in_progress,,,,,,,,2026-national-team-soccer-flags
/collections/2026-fifa-world-cup-retro-gear,collection,,,,,,,,,,,,,,,,,,,,not_started,white-label meta status: in_progress,,,,,,,,2026-fifa-world-cup-retro-gear
/collections/2026-national-team-soccer-bucket-hats,collection,,,,,,,,,,,,,,,,,,,,not_started,white-label meta status: in_progress,,,,,,,,2026-national-team-soccer-bucket-hats
/collections/2026-national-team-soccer-hats,collection,,,,,,,,,,,,,,,,,,,,not_started,white-label meta status: in_progress,,,,,,,,2026-national-team-soccer-hats
/collections/2026-national-team-jerseys-apparel,collection,,,,,,,,,,,,,,,,,,,,not_started,white-label meta status: in_progress,,,,,,,,2026-national-team-jerseys-apparel
/collections/adidas-messi-hora-dorada-soccer-cleats,collection,,,,,,,,,,,,,,,,,,,,not_started,white-label meta status: in_progress,,,,,,,,adidas-messi-hora-dorada-soccer-cleats
/collections/nike-tiempo-maestro,collection,,,,,,,,,,,,,,,,,,,,not_started,white-label meta status: in_progress,,,,,,,,nike-tiempo-maestro
/collections/new-balance,collection,,,,,,,,,,,,,,,,,,,,not_started,white-label meta status: in_progress,,,,,,,,new-balance
/collections/nike-soccer-cleats-soccer-jerseys-apparel-gear,collection,,,,,,,,,,,,,,,,,,,,not_started,white-label meta status: in_progress,,,,,,,,nike-soccer-cleats-soccer-jerseys-apparel-gear
/collections/adidas-soccer-cleats-soccer-jerseys-apparel-gear,collection,,,,,,,,,,,,,,,,,,,,not_started,white-label meta status: in_progress,,,,,,,,adidas-soccer-cleats-soccer-jerseys-apparel-gear
/collections/puma-soccer-cleats-soccer-jerseys-apparel-gear,collection,,,,,,,,,,,,,,,,,,,,not_started,white-label meta status: in_progress,,,,,,,,puma-soccer-cleats-soccer-jerseys-apparel-gear
/collections/soccer-waist-bags,collection,,,,,,,,,,,,,,,,,,,,not_started,white-label meta status: in_progress,,,,,,,,soccer-waist-bags
/collections/adidas-2026-fifa-world-cup-logo-apparel,collection,,,,,,,,,,,,,,,,,,,,not_started,white-label meta status: in_progress,,,,,,,,adidas-2026-fifa-world-cup-logo-apparel
/collections/adidas-2026-fifa-world-cup-logo-hats,collection,,,,,,,,,,,,,,,,,,,,not_started,white-label meta status: in_progress,,,,,,,,adidas-2026-fifa-world-cup-logo-hats
/collections/2026-national-team-soccer-pleayer-jerseys,collection,,,,,,,,,,,,,,,,,,,,not_started,white-label meta status: in_progress,,,,,,,,2026-national-team-soccer-pleayer-jerseys
/collections/adidas-too-light-soccer-cleats,collection,,,,,,,,,,,,,,,,,,,,not_started,white-label meta status: in_progress,,,,,,,,adidas-too-light-soccer-cleats
/collections/alex-morgan,collection,,,,,,,,,,,,,,,,,,,,not_started,white-label meta status: in_progress,,,,,,,,alex-morgan
/collections/bukayo-saka,collection,,,,,,,,,,,,,,,,,,,,not_started,white-label meta status: in_progress,,,,,,,,bukayo-saka
/collections/christian-pulisic,collection,,,,,,,,,,,,,,,,,,,,not_started,white-label meta status: in_progress,,,,,,,,christian-pulisic
/collections/cole-palmer,collection,,,,,,,,,,,,,,,,,,,,not_started,white-label meta status: in_progress,,,,,,,,cole-palmer
/collections/cristiano-ronaldo,collection,,,,,,,,,,,,,,,,,,,,not_started,white-label meta status: in_progress,,,,,,,,cristiano-ronaldo
/collections/erling-haaland,collection,,,,,,,,,,,,,,,,,,,,not_started,white-label meta status: in_progress,,,,,,,,erling-haaland
/collections/chicharito,collection,,,,,,,,,,,,,,,,,,,,not_started,white-label meta status: in_progress,,,,,,,,chicharito
/collections/jude-bellingham,collection,,,,,,,,,,,,,,,,,,,,not_started,white-label meta status: in_progress,,,,,,,,jude-bellingham
/collections/kylian-mbappe,collection,,,,,,,,,,,,,,,,,,,,not_started,white-label meta status: in_progress,,,,,,,,kylian-mbappe
/collections/lamine-yamal,collection,,,,,,,,,,,,,,,,,,,,not_started,white-label meta status: in_progress,,,,,,,,lamine-yamal
/collections/lionel-messi,collection,,Lionel Messi jerseys,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,Lionel Messi jerseys,lionel messi jerseys,lionel messi jerseys,,,white-label sheet 2026-07-27,2026-07-27,lionel-messi
/collections/mohamed-salah,collection,,Mohamed Salah jerseys,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,Mohamed Salah jerseys,mohamed salah jerseys,mohamed salah jerseys,,,white-label sheet 2026-07-27,2026-07-27,mohamed-salah
/collections/neymar-jr,collection,,Neymar Jr jerseys,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,Neymar Jr jerseys,neymar jr jerseys,neymar jr jerseys,,,white-label sheet 2026-07-27,2026-07-27,neymar-jr
/collections/trinity-rodman,collection,,Trinity Rodman jerseys,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,Trinity Rodman jerseys,trinity rodman jerseys,trinity rodman jerseys,,,white-label sheet 2026-07-27,2026-07-27,trinity-rodman
/collections/vinicius-junior,collection,,Vinicius Junior jerseys,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,Vinicius Junior jerseys,vinicius junior jerseys,vinicius junior jerseys,,,white-label sheet 2026-07-27,2026-07-27,vinicius-junior
/collections/players,collection,,famous soccer players jerseys,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,famous soccer players jerseys,famous soccer players jerseys,famous soccer players jerseys,,,white-label sheet 2026-07-27,2026-07-27,players
/collections/adidas-soccer-jerseys,collection,,adidas soccer jerseys,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,adidas soccer jerseys,adidas soccer jerseys,adidas soccer jerseys,,,white-label sheet 2026-07-27,2026-07-27,adidas-soccer-jerseys
/collections/nike-soccer-jerseys,collection,,Nike soccer jerseys,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,Nike soccer jerseys,nike soccer jerseys,nike soccer jerseys,,,white-label sheet 2026-07-27,2026-07-27,nike-soccer-jerseys
/collections/puma-soccer-jerseys,collection,,Puma soccer jerseys,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: unknown; no status in source sheet,Puma soccer jerseys,puma soccer jerseys,puma soccer jerseys,,,white-label sheet 2026-07-27,2026-07-27,puma-soccer-jerseys
/collections/nike-indoor-soccer-shoes,collection,,,,,,,,,,,,,,,,,,,,not_started,white-label meta status: unknown; no status in source sheet,,,,,,,,nike-indoor-soccer-shoes
/collections/adidas-indoor-soccer-shoes,collection,,adidas indoor soccer shoes,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,adidas indoor soccer shoes,adidas indoor soccer shoes,adidas indoor soccer shoes,,,white-label sheet 2026-07-27,2026-07-27,adidas-indoor-soccer-shoes
/collections/puma-indoor-soccer-shoes,collection,,puma indoor soccer shoes,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,puma indoor soccer shoes,puma indoor soccer shoes,puma indoor soccer shoes,,,white-label sheet 2026-07-27,2026-07-27,puma-indoor-soccer-shoes
/collections/new-balance-indoor-soccer-shoes,collection,,new balance indoor soccer shoes,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,new balance indoor soccer shoes,new balance indoor soccer shoes,new balance indoor soccer shoes,,,white-label sheet 2026-07-27,2026-07-27,new-balance-indoor-soccer-shoes
/collections/2026-soccer-jerseys,collection,,2026 soccer jerseys,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,2026 soccer jerseys,2026 soccer jerseys,2026 soccer jerseys,,,white-label sheet 2026-07-27,2026-07-27,2026-soccer-jerseys
/collections/2026-fifa-world-cup-trophies,collection,,2026 FIFA World Cup Trophies,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,2026 FIFA World Cup Trophies,2026 fifa world cup trophies,2026 fifa world cup trophies,,,white-label sheet 2026-07-27,2026-07-27,2026-fifa-world-cup-trophies
/collections/2026-national-team-soccer-jerseys,collection,,2026 National Team Soccer Jerseys,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,2026 National Team Soccer Jerseys,2026 national team soccer jerseys,2026 national team soccer jerseys,,,white-label sheet 2026-07-27,2026-07-27,2026-national-team-soccer-jerseys
/collections/2026-fifa-world-cup-mugs,collection,,2026 FIFA World Cup Mugs,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,2026 FIFA World Cup Mugs,2026 fifa world cup mugs,2026 fifa world cup mugs,,,white-label sheet 2026-07-27,2026-07-27,2026-fifa-world-cup-mugs
/collections/2026-fifa-world-cup-cards-stickers,collection,,2026 FIFA World Cup Cards & Stickers,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,2026 FIFA World Cup Cards & Stickers,2026 fifa world cup cards and stickers,2026 fifa world cup cards and stickers,,,white-label sheet 2026-07-27,2026-07-27,2026-fifa-world-cup-cards-stickers
/collections/puma-showtime-soccer-cleats,collection,,puma showtime soccer cleats,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,puma showtime soccer cleats,puma showtime soccer cleats,puma showtime soccer cleats,,,white-label sheet 2026-07-27,2026-07-27,puma-showtime-soccer-cleats
/collections/nike-breakout-soccer-cleats,collection,,nike breakout soccer cleats,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,nike breakout soccer cleats,nike breakout soccer cleats,nike breakout soccer cleats,,,white-label sheet 2026-07-27,2026-07-27,nike-breakout-soccer-cleats
/collections/adidas-road-to-glory-pack,collection,,adidas road to glory soccer cleats,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,adidas road to glory soccer cleats,adidas road to glory soccer cleats,adidas road to glory soccer cleats,,,white-label sheet 2026-07-27,2026-07-27,adidas-road-to-glory-pack
/collections/mens-soccer-cleats-shoes,collection,,men's soccer cleats,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,men's soccer cleats,men s soccer cleats,men s soccer cleats,,,white-label sheet 2026-07-27,2026-07-27,mens-soccer-cleats-shoes
